# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 25 Mar 2026 03:01:02 +0100
#
# IP	number of (black)lists
#
103.156.221.253	1
103.158.54.94	1
103.158.121.26	1
103.158.121.28	1
103.158.132.161	1
103.158.171.52	1
103.158.171.53	1
103.158.171.54	1
103.158.171.55	1
103.158.171.126	1
103.158.171.160	1
103.158.171.200	1
103.159.43.106	1
103.159.78.107	1
103.160.76.82	1
103.160.130.8	1
103.160.130.104	1
103.161.31.8	1
103.161.157.35	1
103.161.207.2	1
103.161.232.74	1
103.162.216.224	1
103.163.117.83	1
103.163.208.86	1
103.163.208.106	1
103.164.128.58	1
103.164.161.6	1
103.164.246.157	1
103.165.70.209	1
103.165.95.212	1
103.165.114.153	1
103.165.116.60	1
103.165.128.173	1
103.165.139.145	1
103.165.230.210	1
103.167.116.84	1
103.168.159.158	1
103.170.40.234	1
103.170.173.26	1
103.171.69.64	1
103.171.69.69	1
103.171.69.74	1
103.171.69.82	1
103.171.69.86	1
103.171.69.87	1
103.171.69.88	1
103.171.69.91	1
103.171.69.95	1
103.171.85.42	1
103.171.85.50	1
103.171.85.117	1
103.171.85.219	1
103.171.188.76	1
103.172.92.231	1
103.172.139.144	1
103.172.167.198	1
103.173.7.35	1
103.173.7.77	1
103.173.7.79	1
103.173.7.89	1
103.173.7.115	1
103.173.7.120	1
103.173.7.122	1
103.173.7.169	1
103.173.7.171	1
103.173.7.173	1
103.173.7.175	1
103.173.7.221	1
103.173.92.55	1
103.174.19.83	1
103.174.103.189	1
103.174.114.50	1
103.174.114.195	1
103.174.115.5	1
103.174.152.203	1
103.174.189.18	1
103.175.172.164	1
103.175.242.34	1
103.175.242.35	1
103.175.242.39	1
103.175.242.46	1
103.175.242.91	1
103.175.242.217	1
103.176.78.100	1
103.176.78.178	1
103.176.78.228	1
103.176.78.241	1
103.176.79.6	1
103.176.79.48	1
103.177.0.138	1
103.177.31.66	1
103.178.175.233	1
103.179.38.174	1
103.179.44.30	1
103.179.56.9	1
103.179.56.78	1
103.179.56.102	1
103.180.236.112	1
103.180.237.36	1
103.181.143.10	1
103.181.143.69	1
103.181.143.89	1
103.181.143.94	1
103.181.143.99	1
103.181.143.104	1
103.181.143.105	1
103.181.143.161	1
103.181.143.222	1
103.181.143.232	1
103.181.152.6	1
103.182.192.6	1
103.182.192.22	1
103.182.192.126	1
103.182.200.10	1
103.183.10.28	1
103.183.10.29	1
103.183.10.31	1
103.183.10.219	1
103.183.10.221	1
103.183.14.226	1
103.183.47.146	1
103.183.74.87	1
103.183.74.130	1
103.183.74.135	1
103.183.75.60	1
103.183.75.90	1
103.183.75.162	1
103.183.75.203	1
103.184.56.220	1
103.184.95.162	1
103.184.155.242	1
103.186.0.19	1
103.186.0.63	1
103.186.0.79	1
103.186.0.101	1
103.186.0.214	1
103.186.132.187	1
103.187.146.72	1
103.187.146.90	1
103.187.146.121	1
103.187.146.196	1
103.187.146.216	1
103.187.147.24	1
103.187.147.35	1
103.187.147.92	1
103.187.147.93	1
103.187.147.124	1
103.187.147.186	1
103.188.18.14	1
103.188.38.178	1
103.188.168.76	1
103.189.234.9	1
103.189.234.25	1
103.189.234.49	1
103.189.234.69	1
103.189.234.73	1
103.189.234.85	1
103.189.234.156	1
103.189.234.160	1
103.189.234.179	1
103.189.235.59	1
103.189.235.88	1
103.189.235.188	1
103.189.235.230	1
103.190.7.203	1
103.190.133.68	1
103.190.200.2	1
103.191.92.63	1
103.191.92.75	1
103.191.92.110	1
103.191.92.212	1
103.191.92.234	1
103.191.92.236	1
103.192.39.55	1
103.192.39.57	1
103.192.39.59	1
103.193.178.68	1
103.193.178.147	1
103.193.178.248	1
103.198.154.143	1
103.200.25.129	1
103.200.25.197	1
103.200.25.218	1
103.203.48.102	1
103.203.56.0	1
103.203.57.5	1
103.203.57.15	1
103.203.57.18	1
103.203.57.20	1
103.203.57.21	1
103.203.57.23	1
103.203.59.0	1
103.203.59.1	1
103.205.13.14	1
103.205.131.19	1
103.206.129.165	1
103.207.9.246	1
103.208.181.162	1
103.209.145.149	1
103.209.179.31	1
103.211.132.99	1
103.213.112.140	1
103.213.203.83	1
103.213.243.139	1
103.214.112.160	1
103.214.128.12	1
103.215.201.34	1
103.215.242.47	1
103.216.119.20	1
103.217.144.65	1
103.218.240.181	1
103.218.243.42	1
103.219.41.42	1
103.224.19.7	1
103.225.242.129	1
103.226.139.7	1
103.226.139.139	1
103.226.187.112	1
103.227.17.10	1
103.228.144.95	1
103.229.125.106	1
103.230.107.236	1
103.231.47.78	1
103.231.117.40	1
103.234.151.178	1
103.236.154.142	1
103.241.45.120	1
103.241.66.142	1
103.243.4.135	1
103.243.26.49	1
103.244.172.7	1
103.244.172.9	1
103.244.172.10	1
103.244.172.13	1
103.244.172.24	1
103.244.172.26	1
103.244.172.29	1
103.244.172.31	1
103.244.172.32	1
103.244.172.36	1
103.244.172.40	1
103.244.172.44	1
103.244.172.55	1
103.244.172.56	1
103.244.172.58	1
103.244.172.60	1
103.244.172.62	1
103.244.172.63	1
103.244.172.66	1
103.244.172.79	1
103.244.172.81	1
103.244.172.84	1
103.244.172.105	1
103.244.172.107	1
103.244.172.112	1
103.244.172.119	1
103.244.172.124	1
103.244.172.125	1
103.244.172.132	1
103.244.172.135	1
103.244.172.145	1
103.244.172.147	1
103.244.172.148	1
103.244.172.151	1
103.244.172.156	1
103.244.172.161	1
103.244.172.179	1
103.244.172.180	1
103.244.172.181	1
103.244.172.183	1
103.244.172.184	1
103.244.172.190	1
103.244.172.205	1
103.244.172.208	1
103.244.172.217	1
103.244.172.222	1
103.244.172.227	1
103.244.172.229	1
103.244.172.233	1
103.244.172.237	1
103.244.172.240	1
103.244.172.247	1
103.244.172.254	1
103.245.17.222	1
103.248.120.6	1
103.249.84.242	1
103.250.11.25	1
103.250.11.92	1
103.250.11.116	1
103.250.11.121	1
103.250.11.178	1
103.250.11.248	1
103.250.11.249	1
103.250.164.110	1
103.251.27.73	1
103.252.92.207	1
103.253.21.136	1
103.253.21.150	1
103.253.21.165	1
103.253.21.190	1
103.253.27.23	1
103.253.27.24	1
103.253.27.31	1
103.253.27.32	1
103.253.27.33	1
103.253.27.34	1
103.253.27.75	1
103.253.27.121	1
103.253.27.132	1
103.253.27.134	1
103.253.27.156	1
103.253.27.161	1
103.253.27.162	1
103.253.27.166	1
103.253.27.167	1
103.253.27.191	1
103.253.27.219	1
103.253.27.226	1
103.253.147.252	1
103.253.148.150	1
104.12.19.114	1
104.28.152.248	1
104.28.153.3	1
104.28.153.5	1
104.28.153.21	1
104.28.153.22	1
104.28.153.26	1
104.28.153.29	1
104.28.153.53	1
104.28.153.118	1
104.28.153.119	1
104.28.153.122	1
104.28.153.123	1
104.28.153.124	1
104.28.153.125	1
104.28.153.126	1
104.28.153.148	1
104.28.153.170	1
104.28.153.186	1
104.28.155.34	1
104.28.156.4	1
104.28.156.33	1
104.28.156.41	1
104.28.156.42	1
104.28.156.52	1
104.28.156.54	1
104.28.156.55	1
104.28.156.56	1
104.28.156.57	1
104.28.156.63	1
104.28.156.64	1
104.28.156.66	1
104.28.156.67	1
104.28.156.68	1
104.28.156.69	1
104.28.156.90	1
104.28.156.91	1
104.28.156.92	1
104.28.156.99	1
104.28.156.100	1
104.28.156.101	1
104.28.156.103	1
104.28.156.104	1
104.28.156.105	1
104.28.156.106	1
104.28.156.107	1
104.28.156.108	1
104.28.156.110	1
104.28.156.111	1
104.28.156.113	1
104.28.156.114	1
104.28.156.115	1
104.28.156.135	1
104.28.156.137	1
104.28.156.138	1
104.28.156.139	1
104.28.156.148	1
104.28.156.149	1
104.28.156.150	1
104.28.156.152	1
104.28.156.212	1
104.28.156.214	1
104.28.156.217	1
104.28.156.218	1
104.28.156.221	1
104.28.156.251	1
104.28.157.139	1
104.28.158.8	1
104.28.159.135	1
104.28.160.7	1
104.28.160.44	1
104.28.160.49	1
104.28.160.55	1
104.28.160.76	1
104.28.160.80	1
104.28.160.82	1
104.28.160.110	1
104.28.160.115	1
104.28.160.144	1
104.28.160.163	1
104.28.160.164	1
104.28.160.166	1
104.28.160.167	1
104.28.160.174	1
104.28.160.175	1
104.28.160.186	1
104.28.160.187	1
104.28.160.188	1
104.28.160.192	1
104.28.160.195	1
104.28.160.196	1
104.28.160.252	1
104.28.162.11	1
104.28.163.2	1
104.28.163.3	1
104.28.163.5	1
104.28.163.14	1
104.28.163.16	1
104.28.163.17	1
104.28.163.18	1
104.28.163.27	1
104.28.163.28	1
104.28.163.29	1
104.28.163.33	1
104.28.163.34	1
104.28.163.35	1
104.28.163.38	1
104.28.163.39	1
104.28.163.40	1
104.28.163.45	1
104.28.163.47	1
104.28.163.52	1
104.28.163.54	1
104.28.163.56	1
104.28.163.64	1
104.28.163.65	1
104.28.163.69	1
104.28.163.71	1
104.28.163.75	1
104.28.163.76	1
104.28.163.77	1
104.28.163.78	1
104.28.163.81	1
104.28.163.82	1
104.28.163.86	1
104.28.163.87	1
104.28.163.88	1
104.28.163.89	1
104.28.163.90	1
104.28.163.91	1
104.28.163.92	1
104.28.163.93	1
104.28.163.97	1
104.28.163.98	1
104.28.163.99	1
104.28.163.104	1
104.28.163.105	1
104.28.163.106	1
104.28.163.108	1
104.28.163.109	1
104.28.163.110	1
104.28.163.118	1
104.28.163.119	1
104.28.163.123	1
104.28.163.124	1
104.28.163.153	1
104.28.163.155	1
104.28.163.162	1
104.28.163.182	1
104.28.163.183	1
104.28.163.185	1
104.28.163.188	1
104.28.163.189	1
104.28.163.191	1
104.28.163.192	1
104.28.163.193	1
104.28.163.195	1
104.28.163.196	1
104.28.163.200	1
104.28.163.201	1
104.28.163.205	1
104.28.163.207	1
104.28.163.230	1
104.28.163.232	1
104.28.163.233	1
104.28.163.234	1
104.28.163.235	1
104.28.163.244	1
104.28.163.245	1
104.28.163.246	1
104.28.164.49	1
104.28.164.65	1
104.28.166.9	1
104.28.166.10	1
104.28.166.11	1
104.28.166.17	1
104.28.166.19	1
104.28.166.20	1
104.28.166.21	1
104.28.166.25	1
104.28.166.29	1
104.28.166.31	1
104.28.166.41	1
104.28.166.42	1
104.28.166.43	1
104.28.166.45	1
104.28.166.49	1
104.28.166.51	1
104.28.166.58	1
104.28.166.69	1
104.28.166.112	1
104.28.166.114	1
104.28.166.115	1
104.28.166.118	1
104.28.166.119	1
104.28.166.126	1
104.28.166.127	1
104.28.166.128	1
104.28.203.58	1
104.28.214.114	1
104.28.214.116	1
104.28.214.122	1
104.28.214.229	1
104.28.235.57	1
104.28.235.58	1
104.28.235.60	1
104.28.240.60	1
104.28.246.112	1
104.28.246.115	1
104.28.246.116	1
104.28.246.117	1
104.28.246.122	1
104.28.246.129	1
104.28.246.229	1
104.28.254.46	1
104.33.99.20	1
104.37.191.206	1
104.42.177.148	1
104.45.192.52	1
104.46.236.39	1
104.131.34.223	1
104.131.52.53	1
104.131.160.8	1
104.131.164.95	1
104.131.180.122	1
104.140.148.54	1
104.140.188.18	1
104.151.225.86	1
104.152.52.18	1
104.152.52.58	1
104.152.52.71	1
104.152.222.104	1
104.156.226.221	1
104.167.198.80	1
104.168.28.15	1
104.175.255.250	1
104.192.2.62	1
104.196.28.227	1
104.199.4.112	1
104.206.128.10	1
104.206.128.38	1
104.206.128.50	1
104.206.128.54	1
104.206.128.58	1
104.206.128.70	1
104.209.7.208	1
104.209.148.10	1
104.211.8.144	1
104.215.189.248	1
104.218.225.179	1
104.223.38.33	1
104.223.85.156	1
104.234.53.18	1
104.234.53.40	1
104.234.53.58	1
104.234.53.64	1
104.234.53.73	1
104.234.53.95	1
104.234.53.97	1
104.234.53.98	1
104.234.53.100	1
104.234.53.102	1
104.234.53.103	1
104.234.53.107	1
104.234.53.109	1
104.234.53.111	1
104.234.53.112	1
104.234.53.113	1
104.234.53.114	1
104.234.53.115	1
104.234.53.117	1
104.234.53.119	1
104.234.53.120	1
104.234.53.129	1
104.234.53.134	1
104.234.53.135	1
104.234.53.138	1
104.234.53.141	1
104.234.53.142	1
104.234.53.146	1
104.234.53.147	1
104.234.53.149	1
104.234.53.150	1
104.234.53.151	1
104.234.53.152	1
104.234.53.153	1
104.234.53.158	1
104.234.53.159	1
104.234.53.160	1
104.234.53.161	1
104.234.53.162	1
104.234.53.163	1
104.234.53.165	1
104.234.53.166	1
104.234.53.167	1
104.234.53.168	1
104.234.53.169	1
104.234.53.170	1
104.234.53.172	1
104.234.53.173	1
104.234.53.174	1
104.234.53.175	1
104.234.53.176	1
104.234.53.177	1
104.234.53.178	1
104.234.53.179	1
104.234.53.180	1
104.234.53.181	1
104.234.53.182	1
104.234.53.183	1
104.234.53.184	1
104.234.53.185	1
104.234.53.186	1
104.234.53.189	1
104.234.53.190	1
104.234.53.191	1
104.234.53.192	1
104.234.53.193	1
104.234.53.194	1
104.234.53.195	1
104.234.53.196	1
104.234.53.198	1
104.234.53.199	1
104.234.53.201	1
104.234.53.202	1
104.234.53.205	1
104.234.53.207	1
104.234.53.218	1
104.234.53.225	1
104.234.53.226	1
104.234.53.247	1
104.234.53.248	1
104.234.53.249	1
104.236.243.71	1
104.237.139.58	1
104.237.139.163	1
104.237.139.218	1
104.237.150.123	1
104.238.213.14	1
104.239.47.10	1
104.239.74.33	1
104.243.11.2	1
104.243.245.5	1
104.243.245.6	1
104.244.73.186	1
104.244.74.39	1
104.244.79.113	1
104.248.6.97	1
104.248.8.32	1
104.248.19.198	1
104.248.20.160	1
104.248.23.56	1
104.248.28.5	1
104.248.29.194	1
104.248.31.82	1
104.248.33.228	1
104.248.41.74	1
104.248.44.123	1
104.248.52.220	1
104.248.58.59	1
104.248.58.205	1
104.248.62.168	1
104.248.64.10	1
104.248.80.6	1
104.248.80.40	1
104.248.81.29	1
104.248.81.63	1
104.248.81.72	1
104.248.81.95	1
104.248.81.108	1
104.248.81.111	1
104.248.81.208	1
104.248.81.212	1
104.248.81.236	1
104.248.81.241	1
104.248.82.99	1
104.248.82.109	1
104.248.82.189	1
104.248.82.200	1
104.248.82.243	1
104.248.82.246	1
104.248.83.19	1
104.248.83.40	1
104.248.83.47	1
104.248.83.58	1
104.248.83.126	1
104.248.83.165	1
104.248.83.176	1
104.248.83.177	1
104.248.83.179	1
104.248.83.192	1
104.248.83.210	1
104.248.83.213	1
104.248.83.219	1
104.248.83.254	1
104.248.84.9	1
104.248.84.14	1
104.248.84.51	1
104.248.84.52	1
104.248.84.69	1
104.248.84.80	1
104.248.84.133	1
104.248.84.160	1
104.248.85.6	1
104.248.85.68	1
104.248.85.104	1
104.248.85.209	1
104.248.85.252	1
104.248.86.0	1
104.248.86.3	1
104.248.86.49	1
104.248.86.114	1
104.248.86.175	1
104.248.86.193	1
104.248.86.216	1
104.248.87.31	1
104.248.87.188	1
104.248.87.206	1
104.248.88.29	1
104.248.88.79	1
104.248.88.87	1
104.248.88.90	1
104.248.88.134	1
104.248.88.165	1
104.248.88.229	1
104.248.89.146	1
104.248.89.168	1
104.248.89.180	1
104.248.90.24	1
104.248.90.29	1
104.248.90.51	1
104.248.90.59	1
104.248.90.77	1
104.248.90.100	1
104.248.90.158	1
104.248.90.159	1
104.248.92.12	1
104.248.92.18	1
104.248.92.146	1
104.248.92.148	1
104.248.92.201	1
104.248.92.208	1
104.248.92.224	1
104.248.92.251	1
104.248.93.21	1
104.248.93.42	1
104.248.93.47	1
104.248.93.92	1
104.248.93.159	1
104.248.93.169	1
104.248.93.209	1
104.248.93.224	1
104.248.93.241	1
104.248.94.33	1
104.248.94.76	1
104.248.94.171	1
104.248.94.217	1
104.248.94.226	1
104.248.95.1	1
104.248.95.50	1
104.248.95.131	1
104.248.95.229	1
104.248.116.151	1
104.248.117.167	1
104.248.117.218	1
104.248.117.244	1
104.248.120.94	1
104.248.121.45	1
104.248.123.201	1
104.248.130.34	1
104.248.132.236	1
104.248.135.244	1
104.248.146.38	1
104.248.148.24	1
104.248.150.181	1
104.248.152.167	1
104.248.154.46	1
104.248.162.160	1
104.248.163.207	1
104.248.163.215	1
104.248.164.36	1
104.248.164.164	1
104.248.164.213	1
104.248.164.216	1
104.248.166.183	1
104.248.168.122	1
104.248.170.127	1
104.248.170.134	1
104.248.170.138	1
104.248.170.167	1
104.248.170.179	1
104.248.170.235	1
104.248.170.252	1
104.248.171.6	1
104.248.172.37	1
104.248.172.99	1
104.248.175.68	1
104.248.186.131	1
104.248.192.32	1
104.248.192.55	1
104.248.192.64	1
104.248.192.125	1
104.248.192.137	1
104.248.192.177	1
104.248.192.186	1
104.248.192.198	1
104.248.192.240	1
104.248.193.21	1
104.248.193.25	1
104.248.193.71	1
104.248.193.123	1
104.248.193.189	1
104.248.194.15	1
104.248.194.41	1
104.248.194.114	1
104.248.194.131	1
104.248.194.168	1
104.248.194.189	1
104.248.194.203	1
104.248.195.9	1
104.248.195.23	1
104.248.195.191	1
104.248.195.226	1
104.248.196.28	1
104.248.196.40	1
104.248.196.98	1
104.248.196.114	1
104.248.196.115	1
104.248.196.119	1
104.248.196.154	1
104.248.196.167	1
104.248.196.221	1
104.248.197.3	1
104.248.197.68	1
104.248.197.69	1
104.248.197.73	1
104.248.197.130	1
104.248.197.163	1
104.248.197.171	1
104.248.197.229	1
104.248.198.96	1
104.248.198.122	1
104.248.198.125	1
104.248.198.163	1
104.248.198.182	1
104.248.198.189	1
104.248.199.7	1
104.248.199.9	1
104.248.199.16	1
104.248.199.20	1
104.248.199.22	1
104.248.199.123	1
104.248.199.129	1
104.248.199.132	1
104.248.199.149	1
104.248.199.228	1
104.248.199.254	1
104.248.200.16	1
104.248.200.48	1
104.248.200.149	1
104.248.200.163	1
104.248.200.172	1
104.248.200.207	1
104.248.200.211	1
104.248.201.121	1
104.248.201.136	1
104.248.201.156	1
104.248.201.188	1
104.248.201.196	1
104.248.202.13	1
104.248.202.67	1
104.248.202.68	1
104.248.202.126	1
104.248.202.139	1
104.248.202.172	1
104.248.202.195	1
104.248.202.196	1
104.248.202.213	1
104.248.203.6	1
104.248.203.21	1
104.248.203.87	1
104.248.203.92	1
104.248.203.94	1
104.248.203.216	1
104.248.204.37	1
104.248.204.45	1
104.248.204.85	1
104.248.204.99	1
104.248.204.124	1
104.248.204.130	1
104.248.205.15	1
104.248.205.23	1
104.248.205.36	1
104.248.205.98	1
104.248.205.115	1
104.248.205.159	1
104.248.206.40	1
104.248.206.64	1
104.248.206.67	1
104.248.206.80	1
104.248.206.82	1
104.248.206.116	1
104.248.206.162	1
104.248.206.180	1
104.248.206.203	1
104.248.206.230	1
104.248.206.231	1
104.248.206.243	1
104.248.206.244	1
104.248.207.69	1
104.248.207.178	1
104.248.226.85	1
104.248.227.114	1
104.248.227.141	1
104.248.233.205	1
104.248.236.97	1
104.248.246.213	1
105.21.64.130	1
105.114.21.252	1
105.157.237.225	1
105.159.248.44	1
105.174.31.71	1
105.187.231.148	1
105.187.231.172	1
105.187.231.189	1
105.187.231.224	1
105.224.32.76	1
105.242.174.60	1
106.1.94.107	1
106.1.174.160	1
106.1.188.238	1
106.1.197.200	1
106.12.87.161	1
106.13.228.40	1
106.15.64.156	1
106.39.129.134	1
106.51.29.53	1
106.51.36.67	1
106.51.184.51	1
106.52.59.68	1
106.52.177.140	1
106.52.188.12	1
106.53.58.75	1
106.53.77.126	1
106.53.85.12	1
106.54.62.156	1
106.55.138.239	1
106.55.160.93	1
106.63.7.208	1
106.63.13.108	1
106.74.26.183	1
106.75.13.151	1
106.75.137.178	1
106.75.144.174	1
106.75.144.190	1
106.75.156.189	1
106.75.157.47	1
106.75.164.40	1
106.75.188.200	1
106.75.190.150	1
106.89.66.126	1
106.104.134.221	1
106.105.89.1	1
106.119.167.146	1
106.125.129.63	1
106.201.237.208	1
106.203.246.174	1
106.227.49.113	1
106.228.96.102	1
106.240.153.27	1
106.243.25.83	1
106.247.141.104	1
107.3.180.253	1
107.9.192.15	1
107.11.4.35	1
107.21.11.47	1
107.127.56.36	1
107.150.99.201	1
107.150.104.184	1
107.150.106.178	1
107.161.89.202	1
107.170.3.50	1
107.170.8.128	1
107.170.25.4	1
107.170.42.88	1
107.170.50.12	1
107.170.53.194	1
107.170.154.113	1
107.172.20.103	1
107.172.180.205	1
107.173.10.98	1
107.173.171.201	1
107.173.213.5	1
107.174.88.245	1
107.174.159.43	1
107.174.196.106	1
107.175.57.163	1
107.175.65.230	1
107.175.75.13	1
107.175.93.194	1
107.175.114.113	1
107.178.7.126	1
107.189.1.176	1
107.189.2.131	1
107.189.2.171	1
107.189.12.178	1
107.189.17.7	1
107.189.29.166	1
108.21.107.178	1
108.30.158.143	1
108.30.182.19	1
108.30.222.203	1
108.30.255.167	1
108.35.131.7	1
108.41.9.87	1
108.41.203.61	1
108.46.33.195	1
108.46.187.133	1
108.52.1.142	1
108.59.252.111	1
108.89.211.90	1
108.141.58.143	1
108.165.95.27	1
108.165.95.65	1
108.165.164.102	1
108.165.164.149	1
108.165.164.193	1
108.165.228.243	1
108.167.132.205	1
108.174.57.152	1
108.179.192.15	1
108.179.192.20	1
108.179.192.45	1
108.179.192.85	1
108.179.192.230	1
108.179.243.221	1
108.179.253.190	1
108.190.6.41	1
108.214.225.132	1
108.227.37.243	1
108.244.158.147	1
108.249.74.54	1
109.51.24.5	1
109.59.227.149	1
109.67.161.37	1
109.69.0.203	1
109.69.4.193	1
109.74.14.122	1
109.75.40.243	1
109.104.32.25	1
109.105.210.27	1
109.105.210.28	1
109.110.142.156	1
109.111.120.31	1
109.117.222.81	1
109.120.139.154	1
109.122.9.211	1
109.122.196.176	1
109.123.117.228	1
109.123.117.229	1
109.123.117.230	1
109.123.117.231	1
109.123.117.232	1
109.123.117.233	1
109.123.117.234	1
109.123.117.235	1
109.123.117.236	1
109.123.117.237	1
109.123.117.238	1
109.123.117.239	1
109.123.117.240	1
109.123.117.241	1
109.123.117.242	1
109.123.117.243	1
109.123.117.244	1
109.123.117.245	1
109.123.117.246	1
109.123.117.247	1
109.123.117.248	1
109.123.117.249	1
109.123.117.250	1
109.123.117.251	1
109.123.117.252	1
109.123.117.253	1
109.123.117.254	1
109.123.232.54	1
109.123.232.136	1
109.123.248.127	1
109.124.220.6	1
109.130.53.34	1
109.136.169.22	1
109.156.98.67	1
109.160.16.88	1
109.172.55.64	1
109.173.91.189	1
109.174.104.74	1
109.195.14.161	1
109.196.100.71	1
109.199.102.76	1
109.199.118.129	1
109.199.121.199	1
109.201.238.124	1
109.205.183.226	1
109.205.211.13	1
109.205.211.39	1
109.205.211.40	1
109.205.211.41	1
109.205.211.43	1
109.205.211.57	1
109.205.211.58	1
109.205.211.59	1
109.205.211.65	1
109.205.211.74	1
109.205.211.76	1
109.205.211.78	1
109.205.211.84	1
109.205.211.95	1
109.205.211.97	1
109.205.211.99	1
109.205.211.100	1
109.205.211.101	1
109.205.211.102	1
109.205.211.103	1
109.205.211.252	1
109.205.211.253	1
109.227.112.35	1
109.228.18.139	1
109.228.37.48	1
109.228.52.205	1
109.235.191.241	1
109.236.61.224	1
109.236.61.225	1
109.236.61.226	1
109.236.61.227	1
109.236.61.228	1
109.236.61.229	1
109.245.34.35	1
109.247.84.190	1
110.5.43.159	1
110.13.169.166	1
110.25.109.59	1
110.25.109.64	1
110.35.156.133	1
110.35.235.136	1
110.36.0.54	1
110.36.1.241	1
110.36.71.85	1
110.36.71.100	1
110.36.71.105	1
110.36.75.240	1
110.36.76.74	1
110.36.77.15	1
110.36.77.17	1
110.36.77.34	1
110.36.77.35	1
110.36.77.36	1
110.36.77.60	1
110.36.77.67	1
110.36.77.71	1
110.36.77.148	1
110.36.77.150	1
110.36.77.151	1
110.36.77.158	1
110.36.77.169	1
110.36.77.170	1
110.36.77.184	1
110.36.80.138	1
110.36.80.141	1
110.36.80.151	1
110.36.80.166	1
110.36.80.173	1
110.36.88.169	1
110.36.88.170	1
110.36.88.187	1
110.36.88.208	1
110.36.88.237	1
110.36.93.244	1
110.36.94.255	1
110.36.95.215	1
110.37.0.74	1
110.37.6.107	1
110.37.10.54	1
110.37.18.101	1
110.37.21.213	1
110.37.28.65	1
110.37.30.134	1
110.37.53.25	1
110.37.55.23	1
110.37.55.233	1
110.37.71.14	1
110.37.74.164	1
110.37.77.250	1
110.37.82.72	1
110.37.91.60	1
110.37.95.41	1
110.37.96.45	1
110.37.101.42	1
110.37.102.130	1
110.37.106.173	1
110.37.107.203	1
110.37.112.211	1
110.37.122.133	1
110.37.123.227	1
110.37.126.122	1
110.38.192.118	1
110.38.194.15	1
110.38.195.37	1
110.38.195.76	1
110.38.198.229	1
110.38.200.92	1
110.38.201.50	1
110.38.203.86	1
110.38.208.211	1
110.38.211.71	1
110.38.212.250	1
110.38.215.203	1
110.38.219.219	1
110.38.219.222	1
110.38.222.3	1
110.38.222.65	1
110.38.222.173	1
110.38.222.254	1
110.38.226.66	1
110.39.9.137	1
110.39.18.222	1
110.39.225.180	1
110.39.231.36	1
110.39.231.221	1
110.39.241.139	1
110.39.246.193	1
110.39.248.97	1
110.39.249.223	1
110.39.250.206	1
110.39.252.138	1
110.39.254.249	1
110.40.168.78	1
110.41.37.83	1
110.41.69.192	1
110.46.12.15	1
110.46.206.69	1
110.93.207.214	1
110.93.219.131	1
110.138.94.201	1
110.143.176.140	1
110.159.174.43	1
110.164.150.205	1
110.166.71.39	1
110.166.82.208	1
110.172.98.2	1
110.175.142.184	1
110.235.47.229	1
110.235.86.136	1
110.249.126.121	1
111.3.72.154	1
111.10.244.187	1
111.14.162.81	1
111.20.145.238	1
111.30.125.128	1
111.38.186.207	1
111.38.221.138	1
111.39.147.81	1
111.47.65.219	1
111.53.23.141	1
111.53.86.228	1
111.59.206.84	1
111.61.77.228	1
111.61.193.226	1
111.68.99.61	1
111.70.4.227	1
111.70.17.159	1
111.70.23.235	1
111.70.23.239	1
111.70.23.254	1
111.70.28.74	1
111.70.30.7	1
111.70.32.9	1
111.70.32.46	1
111.70.32.50	1
111.70.32.126	1
111.70.32.192	1
111.70.33.193	1
111.70.48.48	1
111.75.57.185	1
111.77.113.98	1
111.90.148.92	1
111.90.182.104	1
111.93.7.1	1
111.118.34.113	1
111.119.167.10	1
111.119.235.93	1
111.119.238.253	1
111.160.139.4	1
111.172.249.49	1
111.185.227.129	1
111.194.233.149	1
111.220.110.162	1
111.228.3.110	1
111.228.54.243	1
111.229.223.205	1
111.230.203.228	1
111.241.87.223	1
111.250.1.43	1
111.251.231.149	1
111.253.160.103	1
112.4.114.111	1
112.8.193.13	1
112.26.99.93	1
112.26.153.39	1
112.27.133.106	1
112.27.178.171	1
112.44.233.111	1
112.45.66.28	1
112.46.214.4	1
112.46.214.5	1
112.46.214.6	1
112.46.214.7	1
112.46.214.8	1
112.46.214.9	1
112.46.214.10	1
112.46.214.12	1
112.46.214.13	1
112.46.214.14	1
112.46.214.15	1
112.46.214.16	1
112.46.214.17	1
112.46.214.18	1
112.46.214.19	1
112.46.214.20	1
112.46.214.21	1
112.46.214.24	1
112.46.214.25	1
112.46.214.26	1
112.46.214.27	1
112.46.214.28	1
112.46.214.29	1
112.46.214.30	1
112.46.214.31	1
112.46.214.32	1
112.46.214.33	1
112.46.214.34	1
112.46.214.35	1
112.46.214.36	1
112.46.214.37	1
112.46.214.38	1
112.46.214.39	1
112.46.214.40	1
112.46.214.41	1
112.46.214.42	1
